AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE,price_per_sqft
Adyar,1252.0,2.0,2.0,107.6,8594.249201277955
Adyar,920.0,1.0,1.0,97.48,10595.652173913044
Adyar,700.0,1.0,1.0,68.7,9814.285714285714
Adyar,648.0,1.0,1.0,58.43,9016.975308641975
Adyar,1217.0,2.0,2.0,112.27,9225.143796220214
Adyar,1062.0,1.0,1.0,85.21,8023.540489642184
Adyar,1297.0,2.0,2.0,100.88,7777.949113338474
Adyar,632.0,1.0,1.0,68.59,10852.848101265823
Adyar,1028.0,1.0,1.0,113.35,11026.264591439689
Adyar,797.0,1.0,1.0,80.67,10121.706398996235
Adyar,770.0,1.0,1.0,82.18,10672.727272727274
Adyar,876.0,1.0,1.0,72.09,8229.452054794521
Adyar,1178.0,1.0,1.0,117.31,9958.404074702887
Adyar,743.0,1.0,1.0,82.93,11161.507402422612
Adyar,971.0,1.0,1.0,78.49,8083.419155509783
Adyar,700.0,1.0,1.0,56.79,8112.857142857143
Adyar,892.0,1.0,1.0,101.84,11417.040358744394
Adyar,865.0,1.0,1.0,99.81,11538.728323699423
Adyar,653.0,1.0,1.0,65.77,10071.97549770291
Adyar,831.0,1.0,1.0,72.94,8777.376654632972
Adyar,923.0,1.0,1.0,88.4,9577.464788732394
Adyar,717.0,1.0,1.0,77.74,10842.398884239887
Adyar,1233.0,2.0,2.0,149.27,12106.24493106245
Adyar,951.0,1.0,1.0,80.24,8437.434279705572
Adyar,765.0,1.0,1.0,93.03,12160.78431372549
Adyar,698.0,1.0,1.0,59.43,8514.32664756447
Adyar,1255.0,2.0,2.0,99.06,7893.227091633466
Adyar,961.0,1.0,1.0,85.47,8893.860561914673
Adyar,746.0,1.0,1.0,84.54,11332.439678284183
Adyar,1197.0,1.0,1.0,102.79,8587.301587301587
Adyar,848.0,1.0,1.0,84.46,9959.905660377359
Adyar,1192.0,1.0,1.0,121.15,10163.590604026846
Adyar,918.0,1.0,1.0,70.3,7657.952069716775
Adyar,1034.0,1.0,1.0,121.4,11740.812379110252
Adyar,981.0,1.0,1.0,114.35,11656.472986748216
Adyar,1222.0,2.0,2.0,98.54,8063.829787234043
Adyar,1235.0,2.0,2.0,105.66,8555.465587044535
Adyar,801.0,1.0,1.0,84.44,10541.822721598002
Adyar,845.0,1.0,1.0,81.56,9652.07100591716
Adyar,812.0,1.0,1.0,86.2,10615.763546798029
Adyar,887.0,1.0,1.0,73.83,8323.562570462233
Adyar,1156.0,1.0,1.0,112.9,9766.43598615917
Adyar,833.0,1.0,1.0,83.54,10028.811524609846
Adyar,1223.0,2.0,2.0,109.79,8977.10547833197
Adyar,614.0,1.0,1.0,57.21,9317.58957654723
Adyar,1240.0,2.0,2.0,125.82,10146.774193548386
Adyar,641.0,1.0,1.0,62.36,9728.54914196568
Adyar,674.0,1.0,1.0,72.13,10701.780415430267
Adyar,868.0,1.0,1.0,96.27,11091.013824884792
Adyar,1177.0,1.0,1.0,105.26,8943.075615972812
Adyar,921.0,1.0,1.0,85.59,9293.159609120521
Adyar,1146.0,1.0,1.0,89.88,7842.931937172775
Adyar,895.0,1.0,1.0,101.61,11353.072625698323
Adyar,1259.0,2.0,2.0,151.49,12032.565528196981
Adyar,1279.0,2.0,2.0,137.45,10746.677091477715
Adyar,1066.0,1.0,1.0,120.64,11317.073170731708
Adyar,678.0,1.0,1.0,54.39,8022.123893805309
Adyar,999.0,1.0,1.0,119.46,11957.957957957959
Adyar,661.0,1.0,1.0,73.22,11077.155824508322
Adyar,914.0,1.0,1.0,78.95,8637.855579868708
Adyar,1118.0,1.0,1.0,82.8,7406.08228980322
Adyar,1035.0,1.0,1.0,90.82,8774.87922705314
Adyar,918.0,1.0,1.0,70.61,7691.721132897604
Adyar,1023.0,1.0,1.0,108.12,10568.91495601173
Adyar,926.0,1.0,1.0,88.13,9517.278617710583
Adyar,878.0,1.0,1.0,85.77,9768.79271070615
Adyar,724.0,1.0,1.0,62.75,8667.127071823204
Adyar,973.0,1.0,1.0,109.41,11244.604316546762
Adyar,1013.0,1.0,1.0,108.13,10674.234945705824
Adyar,1246.0,2.0,2.0,143.94,11552.166934189407
Adyar,685.0,1.0,1.0,60.87,8886.131386861314
Adyar,961.0,1.0,1.0,78.11,8127.991675338189
Adyar,640.0,1.0,1.0,64.46,10071.874999999998
Adyar,734.0,1.0,1.0,55.5,7561.307901907357
Adyar,1252.0,2.0,2.0,94.68,7562.300319488818
Adyar,1199.0,1.0,1.0,98.82,8241.8682235196
Adyar,931.0,1.0,1.0,106.17,11403.866809881847
Adyar,1199.0,1.0,1.0,125.69,10482.902418682235
Adyar,1180.0,1.0,1.0,141.66,12005.084745762711
Adyar,1182.0,1.0,1.0,132.06,11172.58883248731
Adyar,848.0,1.0,1.0,66.18,7804.245283018869
Adyar,618.0,1.0,1.0,55.46,8974.11003236246
Adyar,1219.0,2.0,2.0,111.55,9150.943396226416
Adyar,630.0,1.0,1.0,73.85,11722.22222222222
Adyar,730.0,1.0,1.0,77.8,10657.534246575342
Adyar,1299.0,2.0,2.0,158.16,12175.519630484989
Adyar,786.0,1.0,1.0,74.14,9432.569974554708
Adyar,691.0,1.0,1.0,51.26,7418.234442836469
Adyar,777.0,1.0,1.0,85.17,10961.389961389961
Adyar,902.0,1.0,1.0,105.56,11702.882483370287
Adyar,916.0,1.0,1.0,93.79,10239.082969432315
Adyar,1049.0,1.0,1.0,111.4,10619.637750238322
Adyar,693.0,1.0,1.0,80.14,11564.213564213564
Adyar,888.0,1.0,1.0,99.11,11161.036036036036
Adyar,976.0,1.0,1.0,98.01,10042.008196721312
Adyar,961.0,1.0,1.0,109.68,11413.111342351716
Adyar,1255.0,2.0,2.0,100.85,8035.8565737051795
Adyar,783.0,1.0,1.0,85.38,10904.214559386974
Adyar,1109.0,1.0,1.0,100.4,9053.201082055906
Adyar,995.0,1.0,1.0,80.55,8095.477386934674
Adyar,1274.0,2.0,2.0,107.37,8427.78649921507
Adyar,1103.0,1.0,1.0,130.9,11867.63372620127
Adyar,1268.0,2.0,2.0,99.53,7849.369085173502
Adyar,1081.0,1.0,1.0,109.71,10148.936170212766
Adyar,927.0,1.0,1.0,104.32,11253.505933117583
Adyar,807.0,1.0,1.0,70.81,8774.47335811648
Adyar,753.0,1.0,1.0,57.17,7592.297476759628
Adyar,990.0,1.0,1.0,106.32,10739.39393939394
Adyar,987.0,1.0,1.0,92.01,9322.188449848025
Adyar,1000.0,1.0,1.0,83.49,8348.999999999998
Adyar,1210.0,2.0,2.0,124.96,10327.272727272728
Adyar,1278.0,2.0,2.0,94.48,7392.801251956182
Adyar,1000.0,1.0,1.0,80.81,8081.0
Adyar,767.0,1.0,1.0,90.46,11794.00260756193
Adyar,750.0,1.0,1.0,62.52,8336.0
Adyar,1109.0,1.0,1.0,127.36,11484.220018034264
Adyar,928.0,1.0,1.0,69.97,7539.870689655172
Adyar,1236.0,2.0,2.0,134.79,10905.339805825242
Adyar,933.0,1.0,1.0,90.22,9669.882100750268
Adyar,823.0,1.0,1.0,71.74,8716.88942891859
Adyar,765.0,1.0,1.0,82.04,10724.183006535948
Adyar,663.0,1.0,1.0,54.27,8185.52036199095
Adyar,940.0,1.0,1.0,88.71,9437.234042553191
Adyar,1201.0,2.0,2.0,142.03,11825.978351373855
Adyar,784.0,1.0,1.0,66.11,8432.397959183674
Adyar,866.0,1.0,1.0,66.67,7698.614318706697
Adyar,692.0,1.0,1.0,78.15,11293.352601156072
Adyar,1082.0,1.0,1.0,91.78,8482.439926062847
Adyar,1135.0,1.0,1.0,110.46,9732.15859030837
Adyar,924.0,1.0,1.0,105.72,11441.558441558442
Adyar,819.0,1.0,1.0,74.84,9137.973137973138
Adyar,737.0,1.0,1.0,69.17,9385.345997286297
Adyar,1261.0,2.0,2.0,96.53,7655.035685963521
Adyar,679.0,1.0,1.0,51.47,7580.265095729013
Adyar,1270.0,2.0,2.0,101.86,8020.472440944882
Adyar,981.0,1.0,1.0,93.48,9529.051987767583
Adyar,1238.0,2.0,2.0,106.26,8583.198707592892
Adyar,843.0,1.0,1.0,68.22,8092.526690391459
Adyar,989.0,1.0,1.0,90.41,9141.557128412538
Adyar,1120.0,1.0,1.0,104.4,9321.42857142857
Adyar,667.0,1.0,1.0,73.36,10998.500749625187
Adyar,1018.0,1.0,1.0,75.2,7387.033398821218
Adyar,893.0,1.0,1.0,77.0,8622.620380739081
Adyar,626.0,1.0,1.0,63.33,10116.61341853035
Adyar,1098.0,1.0,1.0,96.48,8786.88524590164
Adyar,1215.0,2.0,2.0,107.28,8829.62962962963
Adyar,1249.0,2.0,2.0,93.33,7472.377902321858
Adyar,1032.0,1.0,1.0,112.38,10889.53488372093
Adyar,897.0,1.0,1.0,106.47,11869.565217391304
Adyar,765.0,1.0,1.0,66.33,8670.588235294117
Adyar,1138.0,1.0,1.0,133.85,11761.862917398945
Adyar,830.0,1.0,1.0,69.74,8402.409638554216
Adyar,907.0,1.0,1.0,71.5,7883.131201764058
Adyar,836.0,1.0,1.0,74.29,8886.363636363638
Adyar,997.0,1.0,1.0,94.29,9457.372116349046
Adyar,1130.0,1.0,1.0,88.52,7833.628318584071
Adyar,1230.0,2.0,2.0,106.7,8674.796747967479
Adyar,1228.0,2.0,2.0,130.28,10609.12052117264
Adyar,764.0,1.0,1.0,64.72,8471.204188481675
Adyar,1232.0,2.0,2.0,141.05,11448.863636363638
Adyar,694.0,1.0,1.0,67.33,9701.729106628241
Adyar,1253.0,2.0,2.0,140.86,11241.819632881086
Adyar,1166.0,1.0,1.0,111.3,9545.454545454546
Adyar,836.0,1.0,1.0,72.65,8690.19138755981
Adyar,1135.0,1.0,1.0,86.78,7645.814977973569
Adyar,772.0,1.0,1.0,64.94,8411.917098445596
Adyar,845.0,1.0,1.0,83.97,9937.278106508877
Adyar,1256.0,2.0,2.0,151.11,12031.050955414014
Adyar,930.0,1.0,1.0,82.97,8921.505376344086
Adyar,1229.0,2.0,2.0,113.26,9215.622457282343
Adyar,1243.0,2.0,2.0,97.32,7829.444891391794
Adyar,905.0,1.0,1.0,103.13,11395.580110497238
Adyar,667.0,1.0,1.0,73.94,11085.457271364317
Adyar,1211.0,2.0,2.0,108.27,8940.545004128819
Adyar,888.0,1.0,1.0,92.55,10422.297297297297
Adyar,695.0,1.0,1.0,73.65,10597.122302158275
Adyar,1072.0,1.0,1.0,117.19,10931.902985074626
Adyar,845.0,1.0,1.0,72.88,8624.852071005917
Adyar,974.0,1.0,1.0,96.73,9931.211498973305
Adyar,1214.0,2.0,2.0,94.46,7780.8896210873145
Adyar,1153.0,1.0,1.0,89.29,7744.145706851691
Adyar,836.0,1.0,1.0,101.71,12166.267942583732
Adyar,1236.0,2.0,2.0,118.59,9594.660194174758
Adyar,1082.0,1.0,1.0,108.41,10019.408502772643
Adyar,1299.0,2.0,2.0,114.09,8782.909930715936
Adyar,658.0,1.0,1.0,63.97,9721.884498480244
Adyar,990.0,1.0,1.0,88.86,8975.757575757576
Adyar,762.0,1.0,1.0,64.55,8471.128608923884
Adyar,676.0,1.0,1.0,60.89,9007.396449704142
Adyar,1137.0,1.0,1.0,124.29,10931.398416886543
Adyar,1261.0,2.0,2.0,129.41,10262.490087232356
Adyar,891.0,1.0,1.0,78.88,8852.97418630752
Adyar,1171.0,1.0,1.0,89.41,7635.354397950469
Adyar,1275.0,2.0,2.0,94.86,7440.0
Adyar,1191.0,1.0,1.0,128.44,10784.214945424013
Adyar,682.0,1.0,1.0,76.04,11149.560117302055
Adyar,1121.0,1.0,1.0,83.34,7434.433541480821
Adyar,636.0,1.0,1.0,66.86,10512.5786163522
Adyar,658.0,1.0,1.0,49.44,7513.677811550152
Adyar,826.0,1.0,1.0,81.8,9903.147699757868
Adyar,1001.0,1.0,1.0,111.1,11098.901098901099
Adyar,909.0,1.0,1.0,82.99,9129.81298129813
Adyar,807.0,1.0,1.0,86.96,10775.712515489467
Adyar,944.0,1.0,1.0,97.76,10355.93220338983
Adyar,893.0,1.0,1.0,83.0,9294.512877939529
Adyar,1158.0,1.0,1.0,89.26,7708.117443868739
Adyar,1018.0,1.0,1.0,81.37,7993.123772102161
Adyar,1072.0,1.0,1.0,102.81,9590.485074626866
Adyar,1300.0,2.0,2.0,107.91,8300.76923076923
Adyar,1185.0,1.0,1.0,94.59,7982.278481012659
Adyar,1151.0,1.0,1.0,113.37,9849.695916594266
Adyar,616.0,1.0,1.0,53.02,8607.142857142857
Adyar,922.0,1.0,1.0,98.93,10729.93492407809
Adyar,657.0,1.0,1.0,49.37,7514.459665144596
Adyar,1160.0,1.0,1.0,102.08,8800.0
Adyar,864.0,1.0,1.0,104.36,12078.703703703704
Adyar,944.0,1.0,1.0,105.59,11185.381355932202
Adyar,916.0,1.0,1.0,81.65,8913.755458515285
Adyar,1208.0,2.0,2.0,102.53,8487.582781456953
Adyar,1274.0,2.0,2.0,105.88,8310.83202511774
Adyar,837.0,1.0,1.0,80.05,9563.918757467145
Adyar,951.0,1.0,1.0,111.75,11750.788643533124
Adyar,990.0,1.0,1.0,103.42,10446.464646464647
Adyar,969.0,1.0,1.0,108.21,11167.1826625387
Adyar,619.0,1.0,1.0,73.88,11935.379644588045
Adyar,753.0,1.0,1.0,87.29,11592.297476759628
Adyar,1072.0,1.0,1.0,115.48,10772.388059701492
Adyar,634.0,1.0,1.0,66.91,10553.627760252366
Adyar,985.0,1.0,1.0,97.16,9863.959390862945
Adyar,766.0,1.0,1.0,76.39,9972.584856396867
Adyar,829.0,1.0,1.0,87.13,10510.253317249699
Adyar,944.0,1.0,1.0,70.29,7445.974576271187
Adyar,1077.0,1.0,1.0,98.02,9101.207056638812
Adyar,763.0,1.0,1.0,81.83,10724.770642201835
Adyar,778.0,1.0,1.0,58.57,7528.27763496144
Adyar,1110.0,1.0,1.0,107.08,9646.846846846847
Adyar,978.0,1.0,1.0,102.84,10515.337423312883
Adyar,635.0,1.0,1.0,60.37,9507.086614173228
Adyar,798.0,1.0,1.0,63.5,7957.393483709273
Adyar,950.0,1.0,1.0,109.78,11555.78947368421
Adyar,689.0,1.0,1.0,69.46,10081.277213352683
Adyar,900.0,1.0,1.0,97.9,10877.777777777777
Adyar,762.0,1.0,1.0,72.84,9559.055118110236
Adyar,713.0,1.0,1.0,71.48,10025.245441795232
Adyar,876.0,1.0,1.0,79.45,9069.634703196347
Adyar,647.0,1.0,1.0,72.04,11134.466769706338
Adyar,1288.0,2.0,2.0,106.22,8246.894409937888
Adyar,909.0,1.0,1.0,98.12,10794.279427942794
Adyar,1296.0,2.0,2.0,116.52,8990.74074074074
Adyar,771.0,1.0,1.0,83.59,10841.763942931258
Adyar,948.0,1.0,1.0,71.69,7562.236286919831
Adyar,1278.0,2.0,2.0,118.19,9248.043818466354
Adyar,846.0,1.0,1.0,84.26,9959.810874704492
Adyar,601.0,1.0,1.0,60.6,10083.194675540766
Adyar,1153.0,1.0,1.0,98.15,8512.575888985255
Adyar,1239.0,2.0,2.0,100.09,8078.288942695723
Adyar,693.0,1.0,1.0,62.42,9007.215007215007
Adyar,1150.0,1.0,1.0,116.61,10140.0
Adyar,1205.0,2.0,2.0,142.79,11849.792531120333
Adyar,1206.0,2.0,2.0,93.78,7776.119402985075
Adyar,967.0,1.0,1.0,100.09,10350.568769389865
Adyar,1023.0,1.0,1.0,88.48,8649.071358748779
Adyar,659.0,1.0,1.0,79.46,12057.663125948406
Adyar,1212.0,2.0,2.0,89.59,7391.914191419142
Adyar,779.0,1.0,1.0,61.47,7890.885750962772
Adyar,1023.0,1.0,1.0,90.13,8810.361681329423
Adyar,955.0,1.0,1.0,95.52,10002.094240837696
Adyar,1155.0,1.0,1.0,134.68,11660.60606060606
Adyar,1210.0,2.0,2.0,112.27,9278.512396694216
Adyar,822.0,1.0,1.0,96.88,11785.888077858881
Adyar,748.0,1.0,1.0,71.75,9592.245989304813
Adyar,838.0,1.0,1.0,83.46,9959.42720763723
Adyar,973.0,1.0,1.0,109.79,11283.65878725591
Adyar,685.0,1.0,1.0,69.8,10189.78102189781
Adyar,786.0,1.0,1.0,70.45,8963.104325699745
Adyar,939.0,1.0,1.0,81.16,8643.237486687965
Adyar,653.0,1.0,1.0,60.59,9278.713629402757
Adyar,731.0,1.0,1.0,79.96,10938.440492476058
Adyar,1078.0,1.0,1.0,125.09,11603.896103896104
Adyar,1170.0,1.0,1.0,139.27,11903.418803418805
Adyar,1134.0,1.0,1.0,96.85,8540.564373897707
Adyar,1022.0,1.0,1.0,112.95,11051.859099804306
Adyar,1241.0,2.0,2.0,100.7,8114.423851732474
Adyar,779.0,1.0,1.0,88.53,11364.56996148909
Adyar,1104.0,1.0,1.0,90.8,8224.63768115942
Adyar,936.0,1.0,1.0,84.88,9068.376068376068
Adyar,827.0,1.0,1.0,63.49,7677.14631197098
Adyar,668.0,1.0,1.0,50.77,7600.299401197605
Adyar,951.0,1.0,1.0,93.65,9847.528916929548
Adyar,1036.0,1.0,1.0,102.33,9877.413127413127
Adyar,628.0,1.0,1.0,76.04,12108.280254777072
Adyar,1048.0,1.0,1.0,95.31,9094.465648854963
Adyar,961.0,1.0,1.0,83.27,8664.932362122789
Adyar,787.0,1.0,1.0,74.85,9510.800508259212
Adyar,1015.0,1.0,1.0,120.9,11911.330049261083
Adyar,785.0,1.0,1.0,88.89,11323.566878980891
Adyar,878.0,1.0,1.0,82.17,9358.76993166287
